,industry,job_title,skills_required,experience_level,employment_type,location,salary_range_usd,posted_date,company_size,tools_preferred
1252,0,2,"['NumPy', 'CUDA', 'TensorFlow', 'Pandas', 'Hugging Face', 'PyTorch']",2,1,16,97139,2024-02,1,"['Scikit-learn', 'KDB+', 'LangChain']"
1253,6,2,"['R', 'Excel', 'NumPy', 'CUDA', 'Azure', 'TensorFlow']",2,2,122,137454,2025-04,1,['Scikit-learn']
1254,2,0,"['SQL', 'MLflow', 'Keras']",1,1,15,42730,2024-07,0,['MLflow']
1255,2,6,"['Keras', 'FastAPI', 'Flask']",2,1,94,121082,2025-07,2,['MLflow']
1256,0,1,"['LangChain', 'SQL', 'Hugging Face']",1,1,94,94437,2025-08,1,['MLflow']
1257,3,2,"['TensorFlow', 'Excel', 'NumPy', 'Reinforcement Learning', 'MLflow', 'Power BI']",2,1,98,67907,2024-03,2,['BigQuery']
1258,0,4,"['Hugging Face', 'Pandas', 'Scikit-learn', 'Flask']",0,2,62,95122,2025-04,1,['KDB+']
1259,2,7,"['AWS', 'Scikit-learn', 'TensorFlow', 'FastAPI', 'Power BI', 'Azure']",2,3,136,141020,2024-07,1,['PyTorch']
1260,1,4,"['LangChain', 'FastAPI', 'R']",2,3,17,133090,2025-04,0,['MLflow']
1261,2,3,"['TensorFlow', 'SQL', 'Reinforcement Learning', 'AWS', 'PyTorch', 'Python']",2,0,22,96867,2025-07,0,"['PyTorch', 'TensorFlow']"
1262,1,3,"['Scikit-learn', 'Reinforcement Learning', 'NumPy', 'MLflow', 'Flask', 'Hugging Face']",0,3,157,133145,2025-03,1,['FastAPI']
1263,2,1,"['FastAPI', 'Azure', 'NumPy', 'GCP', 'Flask']",1,2,110,44966,2024-11,0,['FastAPI']
1264,4,0,"['Flask', 'TensorFlow', 'Python', 'R', 'Azure', 'SQL']",2,3,141,113803,2024-01,1,"['PyTorch', 'Scikit-learn', 'KDB+']"
1265,1,1,"['Keras', 'GCP', 'Scikit-learn', 'MLflow', 'NumPy']",0,3,12,96732,2025-02,0,"['LangChain', 'PyTorch']"
1266,5,3,"['R', 'NumPy', 'PyTorch']",2,3,86,137258,2024-01,2,['PyTorch']
1267,2,4,"['NumPy', 'Pandas', 'LangChain', 'MLflow', 'TensorFlow', 'R']",2,1,66,129628,2024-12,1,"['BigQuery', 'TensorFlow', 'MLflow']"
1268,2,4,"['MLflow', 'LangChain', 'Power BI', 'CUDA', 'SQL', 'TensorFlow']",2,3,11,98960,2025-02,0,"['Scikit-learn', 'LangChain']"
1269,6,7,"['Scikit-learn', 'R', 'Power BI']",1,3,56,98270,2024-06,0,"['PyTorch', 'LangChain', 'BigQuery']"
1270,2,4,"['Keras', 'NumPy', 'Reinforcement Learning', 'Scikit-learn', 'Azure', 'Pandas']",1,2,93,112886,2025-03,0,"['PyTorch', 'BigQuery']"
1271,6,6,"['LangChain', 'GCP', 'NumPy', 'Python', 'R']",0,0,10,74842,2025-04,2,['LangChain']
1272,4,1,"['FastAPI', 'Flask', 'Power BI', 'Reinforcement Learning', 'PyTorch']",0,3,81,132532,2024-01,2,['MLflow']
1273,2,3,"['SQL', 'MLflow', 'Keras', 'TensorFlow', 'NumPy', 'Reinforcement Learning']",0,0,39,85034,2025-09,2,"['KDB+', 'MLflow']"
1274,4,1,"['AWS', 'NumPy', 'TensorFlow', 'Hugging Face', 'CUDA', 'Power BI']",2,3,150,69810,2024-01,1,"['PyTorch', 'FastAPI', 'Scikit-learn']"
1275,0,0,"['AWS', 'Flask', 'C++', 'GCP', 'Hugging Face']",2,0,57,123414,2025-01,2,"['FastAPI', 'TensorFlow']"
1276,0,1,"['Reinforcement Learning', 'TensorFlow', 'Flask', 'Excel', 'GCP']",2,1,177,142118,2025-02,1,"['Scikit-learn', 'LangChain', 'FastAPI']"
1277,5,6,"['TensorFlow', 'Hugging Face', 'MLflow', 'GCP', 'PyTorch']",2,2,160,93048,2024-09,0,"['FastAPI', 'TensorFlow']"
1278,5,7,"['FastAPI', 'Scikit-learn', 'LangChain']",0,3,76,143586,2024-10,2,"['FastAPI', 'MLflow']"
1279,0,6,"['R', 'FastAPI', 'TensorFlow']",0,2,26,130633,2025-02,1,['Scikit-learn']
1280,1,5,"['Excel', 'R', 'Pandas']",0,1,5,47496,2024-05,0,"['FastAPI', 'PyTorch']"
1281,3,7,"['PyTorch', 'CUDA', 'TensorFlow', 'FastAPI', 'Keras']",2,3,39,98888,2023-10,2,['Scikit-learn']
1282,0,3,"['Reinforcement Learning', 'Hugging Face', 'CUDA', 'PyTorch']",1,1,15,68341,2025-01,2,"['BigQuery', 'PyTorch']"
1283,5,6,"['Reinforcement Learning', 'TensorFlow', 'Pandas', 'Keras', 'Python', 'PyTorch']",1,2,192,53719,2024-03,2,['Scikit-learn']
1284,4,4,"['Pandas', 'Reinforcement Learning', 'FastAPI', 'Power BI']",2,0,173,85034,2024-02,2,['FastAPI']
1285,0,5,"['Reinforcement Learning', 'TensorFlow', 'Hugging Face', 'SQL', 'C++', 'LangChain']",2,1,27,78685,2025-03,2,['KDB+']
1286,6,4,"['R', 'Scikit-learn', 'LangChain', 'Flask']",0,3,169,125195,2025-04,0,"['BigQuery', 'TensorFlow']"
1287,1,3,"['LangChain', 'C++', 'Power BI']",0,3,39,59356,2025-03,0,['LangChain']
1288,1,5,"['NumPy', 'SQL', 'Flask', 'Python']",0,3,171,98434,2025-03,2,['TensorFlow']
1289,6,5,"['Excel', 'Scikit-learn', 'AWS', 'Flask', 'LangChain']",1,1,18,114993,2024-08,2,['TensorFlow']
1290,3,4,"['Excel', 'Pandas', 'SQL', 'R', 'Azure']",2,1,29,44859,2024-01,0,['BigQuery']
1291,4,1,"['Pandas', 'GCP', 'Power BI', 'Hugging Face', 'Reinforcement Learning', 'CUDA']",2,2,41,112082,2024-12,2,"['Scikit-learn', 'TensorFlow']"
1292,2,3,"['PyTorch', 'Python', 'AWS', 'Reinforcement Learning', 'FastAPI', 'CUDA']",2,1,149,74410,2024-09,2,"['KDB+', 'PyTorch', 'FastAPI']"
1293,5,7,"['Scikit-learn', 'PyTorch', 'Python']",0,0,2,86695,2024-06,1,['Scikit-learn']
1294,5,4,"['LangChain', 'Power BI', 'Python']",1,2,163,133790,2025-07,2,"['MLflow', 'PyTorch']"
1295,6,1,"['NumPy', 'PyTorch', 'Excel']",1,1,71,52444,2023-10,0,['KDB+']
1296,3,7,"['Scikit-learn', 'PyTorch', 'Reinforcement Learning', 'Flask', 'FastAPI', 'MLflow']",1,2,115,123880,2025-05,1,"['MLflow', 'KDB+']"
1297,0,6,"['CUDA', 'Pandas', 'Scikit-learn']",1,3,152,146084,2024-10,0,"['MLflow', 'KDB+']"
1298,4,2,"['NumPy', 'PyTorch', 'SQL', 'TensorFlow']",0,0,134,56481,2025-05,1,['MLflow']
1299,5,6,"['Reinforcement Learning', 'Pandas', 'Azure', 'SQL', 'C++']",2,3,104,57340,2024-07,2,"['TensorFlow', 'Scikit-learn']"
1300,3,6,"['FastAPI', 'LangChain', 'Python', 'AWS', 'R', 'TensorFlow']",2,3,137,118381,2025-09,2,['MLflow']
1301,2,6,"['AWS', 'Power BI', 'Pandas', 'TensorFlow']",1,3,56,119065,2024-04,0,"['MLflow', 'BigQuery', 'FastAPI']"
1302,4,0,"['Hugging Face', 'LangChain', 'Flask', 'AWS']",0,1,29,137144,2025-07,0,"['FastAPI', 'LangChain', 'MLflow']"
1303,5,4,"['PyTorch', 'C++', 'Flask', 'Pandas', 'NumPy']",1,1,56,55380,2025-07,2,"['MLflow', 'LangChain', 'TensorFlow']"
1304,0,0,"['CUDA', 'LangChain', 'NumPy', 'GCP', 'Flask', 'Azure']",0,2,89,97367,2024-08,2,"['KDB+', 'MLflow']"
1305,0,6,"['Excel', 'Azure', 'R', 'FastAPI', 'PyTorch', 'Power BI']",1,1,121,61468,2024-09,0,['LangChain']
1306,6,3,"['TensorFlow', 'GCP', 'Power BI', 'FastAPI', 'Pandas', 'R']",0,1,119,115727,2024-10,1,['LangChain']
1307,5,2,"['NumPy', 'Keras', 'Reinforcement Learning']",1,2,40,87853,2024-06,2,['Scikit-learn']
1308,3,7,"['Excel', 'SQL', 'AWS', 'Scikit-learn', 'GCP']",2,0,131,143861,2024-05,2,"['LangChain', 'MLflow', 'Scikit-learn']"
1309,0,6,"['PyTorch', 'Excel', 'LangChain', 'Scikit-learn']",2,3,65,67012,2024-07,2,"['TensorFlow', 'FastAPI', 'KDB+']"
1310,6,1,"['Scikit-learn', 'CUDA', 'GCP', 'SQL', 'Reinforcement Learning']",0,0,158,41971,2024-07,0,"['LangChain', 'BigQuery']"
1311,5,6,"['SQL', 'PyTorch', 'Keras', 'Reinforcement Learning', 'C++', 'Hugging Face']",2,1,34,139502,2024-08,2,"['TensorFlow', 'LangChain']"
1312,5,7,"['Excel', 'LangChain', 'FastAPI', 'SQL', 'Azure', 'Keras']",1,3,188,45567,2024-01,2,"['PyTorch', 'TensorFlow']"
1313,5,6,"['C++', 'Azure', 'Hugging Face', 'Keras', 'PyTorch']",0,2,161,136733,2025-02,2,['KDB+']
1314,0,7,"['SQL', 'Azure', 'Reinforcement Learning', 'C++']",1,0,99,89039,2024-09,1,['FastAPI']
1315,1,4,"['Pandas', 'FastAPI', 'Azure', 'Flask', 'Python', 'SQL']",1,0,44,115624,2023-10,0,['PyTorch']
1316,2,1,"['SQL', 'NumPy', 'GCP']",1,2,145,101178,2024-04,0,"['MLflow', 'TensorFlow', 'PyTorch']"
1317,1,6,"['Flask', 'GCP', 'C++', 'Hugging Face', 'PyTorch']",2,1,6,123425,2025-02,2,"['MLflow', 'TensorFlow', 'FastAPI']"
1318,2,5,"['Hugging Face', 'MLflow', 'PyTorch']",0,2,82,70478,2025-08,0,['PyTorch']
1319,1,7,"['Reinforcement Learning', 'C++', 'TensorFlow']",1,0,155,54468,2024-03,0,['PyTorch']
1320,5,5,"['Azure', 'LangChain', 'R']",0,2,68,118961,2024-04,0,['PyTorch']
1321,1,5,"['Flask', 'Excel', 'Azure', 'MLflow', 'Keras', 'LangChain']",2,1,22,77357,2025-03,1,['LangChain']
1322,5,0,"['Scikit-learn', 'TensorFlow', 'Power BI', 'SQL', 'Hugging Face', 'Excel']",0,2,1,73723,2024-06,2,"['LangChain', 'TensorFlow']"
1323,1,0,"['Excel', 'GCP', 'R']",0,2,154,56407,2023-12,2,['Scikit-learn']
1324,2,1,"['Power BI', 'NumPy', 'GCP']",2,3,171,66257,2025-01,1,['KDB+']
1325,6,6,"['C++', 'R', 'LangChain', 'Keras']",0,1,58,119426,2025-03,0,"['Scikit-learn', 'TensorFlow']"
1326,0,1,"['Hugging Face', 'AWS', 'R']",2,0,184,143238,2025-06,1,"['MLflow', 'LangChain', 'BigQuery']"
1327,1,3,"['CUDA', 'NumPy', 'Power BI', 'Azure', 'SQL', 'Keras']",1,0,154,95911,2024-09,0,['KDB+']
1328,1,6,"['Azure', 'MLflow', 'Keras', 'Scikit-learn']",0,0,48,144692,2024-08,0,"['PyTorch', 'Scikit-learn', 'KDB+']"
1329,3,0,"['GCP', 'Hugging Face', 'NumPy', 'Power BI', 'Excel', 'Keras']",1,0,23,65633,2025-09,0,"['PyTorch', 'Scikit-learn']"
1330,2,1,"['R', 'Scikit-learn', 'Excel', 'Hugging Face']",1,1,171,96745,2025-09,1,"['LangChain', 'TensorFlow']"
1331,0,1,"['Azure', 'Pandas', 'Scikit-learn']",0,1,47,90844,2024-08,0,['KDB+']
1332,4,4,"['Azure', 'TensorFlow', 'AWS', 'NumPy']",2,2,145,127738,2025-02,0,['TensorFlow']
1333,1,2,"['NumPy', 'Flask', 'MLflow']",0,1,156,40044,2023-11,1,"['PyTorch', 'FastAPI', 'Scikit-learn']"
1334,4,1,"['R', 'Excel', 'FastAPI', 'Pandas', 'TensorFlow', 'NumPy']",0,3,22,87576,2024-05,0,"['LangChain', 'FastAPI', 'MLflow']"
1335,0,1,"['CUDA', 'Hugging Face', 'Azure']",2,3,17,127240,2023-12,0,"['FastAPI', 'PyTorch']"
1336,2,5,"['FastAPI', 'CUDA', 'NumPy']",0,1,80,79966,2025-07,1,"['TensorFlow', 'Scikit-learn']"
1337,3,5,"['PyTorch', 'TensorFlow', 'FastAPI', 'NumPy', 'Reinforcement Learning']",2,0,93,145861,2025-02,2,['BigQuery']
1338,5,4,"['Python', 'Pandas', 'R', 'Reinforcement Learning']",0,1,46,72218,2025-05,0,"['FastAPI', 'MLflow', 'BigQuery']"
1339,4,5,"['Azure', 'Hugging Face', 'C++', 'Power BI']",1,3,100,44006,2024-04,1,"['FastAPI', 'BigQuery']"
1340,2,7,"['SQL', 'FastAPI', 'NumPy', 'TensorFlow', 'Keras', 'Reinforcement Learning']",0,1,12,43780,2024-01,1,"['TensorFlow', 'MLflow']"
1341,6,7,"['Scikit-learn', 'Keras', 'Pandas']",0,2,64,61249,2024-01,0,"['PyTorch', 'BigQuery']"
1342,2,3,"['FastAPI', 'MLflow', 'Excel', 'Reinforcement Learning', 'Hugging Face', 'Pandas']",0,2,181,149324,2024-12,0,"['BigQuery', 'TensorFlow']"
1343,1,4,"['C++', 'Scikit-learn', 'FastAPI', 'GCP']",0,0,108,143363,2025-09,2,"['BigQuery', 'FastAPI']"
1344,0,1,"['Python', 'Keras', 'NumPy', 'R', 'Scikit-learn', 'PyTorch']",2,2,163,93073,2023-12,0,"['KDB+', 'Scikit-learn']"
1345,4,7,"['Keras', 'C++', 'Flask', 'Python', 'GCP', 'NumPy']",0,3,66,144902,2025-05,0,"['PyTorch', 'FastAPI']"
1346,0,0,"['Keras', 'TensorFlow', 'Excel', 'CUDA', 'PyTorch']",1,0,192,73201,2025-01,1,['MLflow']
1347,6,0,"['TensorFlow', 'Flask', 'GCP', 'Pandas']",0,0,24,53695,2024-02,0,"['LangChain', 'BigQuery', 'MLflow']"
1348,5,5,"['AWS', 'FastAPI', 'Keras']",1,0,57,42104,2025-08,1,"['TensorFlow', 'MLflow']"
1349,1,5,"['Reinforcement Learning', 'Excel', 'LangChain', 'TensorFlow', 'FastAPI', 'R']",1,2,192,146786,2023-10,0,['TensorFlow']
1350,1,1,"['Excel', 'FastAPI', 'Power BI', 'R']",2,0,145,52261,2025-07,2,['LangChain']
1351,0,5,"['GCP', 'Hugging Face', 'MLflow']",0,2,43,124350,2024-01,0,"['PyTorch', 'Scikit-learn', 'TensorFlow']"
1352,2,2,"['Azure', 'SQL', 'AWS']",0,2,2,122574,2025-03,2,['MLflow']
1353,2,3,"['Flask', 'FastAPI', 'Power BI', 'Reinforcement Learning', 'Keras', 'SQL']",0,3,75,50676,2025-03,1,['MLflow']
1354,5,0,"['R', 'FastAPI', 'Power BI']",1,2,179,59596,2024-07,0,['KDB+']
1355,1,7,"['Azure', 'Scikit-learn', 'Excel', 'Flask', 'GCP', 'AWS']",1,1,190,52352,2024-11,2,['PyTorch']
1356,0,1,"['Azure', 'GCP', 'Hugging Face', 'R', 'Scikit-learn']",2,0,111,44992,2024-05,2,"['LangChain', 'TensorFlow']"
1357,4,0,"['C++', 'AWS', 'SQL']",1,1,149,76958,2024-10,2,"['LangChain', 'Scikit-learn', 'MLflow']"
1358,0,3,"['SQL', 'Scikit-learn', 'TensorFlow', 'LangChain', 'R', 'Power BI']",1,3,87,113006,2024-02,2,"['MLflow', 'TensorFlow', 'Scikit-learn']"
1359,2,0,"['C++', 'LangChain', 'NumPy', 'Azure', 'MLflow']",0,2,52,110023,2023-12,0,['KDB+']
1360,3,2,"['Keras', 'Scikit-learn', 'Pandas', 'Python', 'FastAPI']",2,2,28,139711,2024-01,2,"['MLflow', 'LangChain', 'FastAPI']"
1361,6,2,"['PyTorch', 'Python', 'Flask']",1,2,180,101687,2023-09,0,"['TensorFlow', 'KDB+']"
1362,1,2,"['AWS', 'R', 'FastAPI']",2,1,139,148358,2023-11,2,"['MLflow', 'LangChain']"
1363,1,5,"['AWS', 'PyTorch', 'Scikit-learn']",2,1,43,112045,2024-04,2,['Scikit-learn']
1364,1,1,"['Power BI', 'TensorFlow', 'Azure', 'PyTorch', 'NumPy']",2,3,69,89570,2024-03,2,['TensorFlow']
1365,3,4,"['FastAPI', 'AWS', 'Python']",0,3,126,47542,2025-02,2,"['MLflow', 'FastAPI', 'BigQuery']"
1366,5,2,"['Flask', 'Pandas', 'SQL', 'PyTorch']",1,1,186,71640,2025-08,0,"['FastAPI', 'PyTorch']"
1367,4,1,"['Pandas', 'PyTorch', 'Power BI', 'FastAPI', 'TensorFlow']",1,0,0,107629,2024-05,0,"['PyTorch', 'FastAPI', 'LangChain']"
1368,2,7,"['Power BI', 'C++', 'NumPy']",2,3,61,97661,2024-02,1,"['LangChain', 'Scikit-learn', 'PyTorch']"
1369,1,7,"['PyTorch', 'Pandas', 'TensorFlow', 'Azure', 'NumPy']",0,1,16,72703,2023-09,1,"['KDB+', 'Scikit-learn']"
1370,3,4,"['PyTorch', 'Excel', 'Scikit-learn', 'MLflow']",1,2,115,120028,2024-05,1,"['MLflow', 'TensorFlow']"
1371,2,3,"['NumPy', 'Excel', 'LangChain', 'PyTorch', 'AWS', 'Power BI']",1,3,155,94017,2024-10,0,"['MLflow', 'TensorFlow']"
1372,1,2,"['Azure', 'TensorFlow', 'Excel']",2,0,14,117882,2024-03,2,['Scikit-learn']
1373,2,0,"['Excel', 'MLflow', 'NumPy']",2,1,63,54113,2025-08,0,['LangChain']
1374,0,6,"['AWS', 'MLflow', 'Reinforcement Learning', 'FastAPI', 'Python']",0,1,95,115738,2024-03,1,"['PyTorch', 'MLflow', 'KDB+']"
1375,2,0,"['Python', 'MLflow', 'Azure', 'Reinforcement Learning']",0,2,178,72794,2024-07,0,"['FastAPI', 'Scikit-learn']"
1376,0,0,"['AWS', 'NumPy', 'CUDA', 'Scikit-learn']",0,3,114,97964,2025-07,1,"['PyTorch', 'BigQuery']"
1377,0,0,"['Azure', 'R', 'MLflow', 'Python', 'AWS']",0,3,78,65913,2024-05,1,"['LangChain', 'BigQuery']"
1378,4,7,"['GCP', 'Hugging Face', 'Python']",1,1,83,88549,2024-07,0,['PyTorch']
1379,3,5,"['Hugging Face', 'PyTorch', 'SQL', 'FastAPI']",1,2,33,134773,2025-05,1,['Scikit-learn']
1380,3,2,"['CUDA', 'MLflow', 'Flask', 'Python', 'Scikit-learn', 'PyTorch']",1,0,4,54397,2025-06,0,"['TensorFlow', 'PyTorch']"
1381,1,4,"['Keras', 'LangChain', 'FastAPI']",2,0,152,106470,2025-09,2,"['FastAPI', 'BigQuery', 'TensorFlow']"
1382,2,1,"['AWS', 'LangChain', 'Python', 'PyTorch', 'R']",1,3,41,69114,2024-10,2,"['Scikit-learn', 'BigQuery']"
1383,4,4,"['CUDA', 'Pandas', 'R', 'Reinforcement Learning', 'TensorFlow', 'Azure']",1,2,105,132907,2025-08,0,['TensorFlow']
1384,3,3,"['NumPy', 'MLflow', 'Flask', 'Keras', 'TensorFlow', 'FastAPI']",2,1,75,46314,2023-10,2,"['PyTorch', 'MLflow', 'Scikit-learn']"
1385,0,5,"['GCP', 'Hugging Face', 'Keras']",0,2,99,149066,2025-08,2,"['BigQuery', 'LangChain', 'Scikit-learn']"
1386,5,7,"['Reinforcement Learning', 'C++', 'Scikit-learn']",2,3,126,125945,2025-01,1,['FastAPI']
1387,5,2,"['AWS', 'Power BI', 'TensorFlow', 'SQL']",1,1,121,119221,2024-01,1,"['LangChain', 'KDB+', 'PyTorch']"
1388,0,5,"['AWS', 'Azure', 'Reinforcement Learning', 'NumPy']",2,0,103,84230,2024-05,2,['LangChain']
1389,2,1,"['PyTorch', 'Reinforcement Learning', 'Pandas']",2,0,129,65718,2025-01,2,"['MLflow', 'PyTorch', 'LangChain']"
1390,0,7,"['Hugging Face', 'FastAPI', 'Reinforcement Learning', 'Flask']",0,2,84,117920,2025-01,2,['KDB+']
1391,6,4,"['Power BI', 'Reinforcement Learning', 'TensorFlow', 'CUDA']",2,2,42,139463,2024-03,2,"['LangChain', 'FastAPI']"
1392,2,7,"['Reinforcement Learning', 'TensorFlow', 'R', 'SQL', 'FastAPI']",1,0,32,125497,2024-07,0,['TensorFlow']
1393,1,5,"['Keras', 'LangChain', 'AWS', 'TensorFlow', 'Reinforcement Learning', 'NumPy']",2,2,189,135863,2023-12,0,"['TensorFlow', 'LangChain', 'MLflow']"
1394,4,5,"['NumPy', 'Excel', 'Scikit-learn', 'CUDA', 'R', 'TensorFlow']",0,3,72,106509,2025-09,1,"['BigQuery', 'LangChain']"
1395,6,6,"['C++', 'TensorFlow', 'Keras']",0,3,170,106378,2024-08,1,['BigQuery']
1396,0,2,"['Excel', 'Scikit-learn', 'PyTorch', 'FastAPI']",1,1,106,124196,2024-11,0,"['FastAPI', 'KDB+']"
1397,4,3,"['Hugging Face', 'PyTorch', 'AWS', 'MLflow']",2,0,122,137549,2024-08,1,"['TensorFlow', 'BigQuery', 'FastAPI']"
1398,2,6,"['Reinforcement Learning', 'MLflow', 'GCP', 'Azure', 'Pandas']",2,2,49,86557,2024-02,2,['PyTorch']
1399,5,0,"['Power BI', 'Python', 'Scikit-learn', 'R', 'Pandas']",0,3,154,89046,2024-12,1,"['BigQuery', 'TensorFlow']"
1400,5,1,"['Keras', 'AWS', 'SQL', 'CUDA', 'Python', 'GCP']",1,1,10,127351,2024-12,0,"['TensorFlow', 'MLflow', 'PyTorch']"
1401,5,5,"['Excel', 'Flask', 'FastAPI']",1,2,134,122699,2024-03,0,['Scikit-learn']
1402,4,1,"['LangChain', 'MLflow', 'Azure']",0,3,192,138388,2025-03,1,"['MLflow', 'BigQuery', 'LangChain']"
1403,5,5,"['CUDA', 'Scikit-learn', 'Power BI', 'TensorFlow']",1,3,71,117976,2024-09,1,"['Scikit-learn', 'MLflow']"
1404,5,3,"['C++', 'Azure', 'CUDA']",1,1,61,120521,2023-11,1,"['MLflow', 'FastAPI', 'LangChain']"
1405,0,7,"['NumPy', 'Python', 'SQL']",0,2,153,73584,2024-11,0,"['LangChain', 'TensorFlow', 'Scikit-learn']"
1406,4,2,"['Pandas', 'Azure', 'Reinforcement Learning', 'C++', 'FastAPI']",2,3,56,110581,2025-06,2,"['Scikit-learn', 'KDB+']"
1407,1,0,"['C++', 'R', 'Python', 'Scikit-learn', 'Reinforcement Learning', 'LangChain']",0,1,25,65517,2025-05,1,"['FastAPI', 'LangChain']"
1408,5,0,"['TensorFlow', 'Excel', 'LangChain']",2,3,158,116334,2024-09,2,['BigQuery']
1409,0,5,"['SQL', 'Flask', 'C++']",1,2,154,104129,2025-07,1,"['Scikit-learn', 'TensorFlow', 'PyTorch']"
1410,1,6,"['Scikit-learn', 'Python', 'Excel', 'C++']",2,2,184,51112,2024-11,2,"['KDB+', 'PyTorch', 'BigQuery']"
1411,4,4,"['MLflow', 'C++', 'Power BI', 'LangChain']",2,3,174,101917,2025-01,2,"['Scikit-learn', 'KDB+']"
1412,0,0,"['SQL', 'C++', 'R', 'Scikit-learn', 'NumPy']",2,3,158,79029,2024-04,0,['Scikit-learn']
1413,1,0,"['Excel', 'Power BI', 'Hugging Face', 'LangChain', 'MLflow']",1,0,83,143756,2025-07,2,"['KDB+', 'LangChain', 'BigQuery']"
1414,6,4,"['Reinforcement Learning', 'FastAPI', 'AWS']",0,1,33,85533,2024-05,0,['FastAPI']
1415,0,7,"['Excel', 'Power BI', 'Hugging Face', 'Flask', 'NumPy']",0,3,60,113696,2025-06,0,"['Scikit-learn', 'BigQuery']"
1416,4,2,"['R', 'LangChain', 'Power BI', 'C++']",1,2,117,44327,2025-03,2,"['KDB+', 'BigQuery', 'FastAPI']"
1417,0,3,"['Hugging Face', 'Excel', 'Keras', 'FastAPI', 'TensorFlow', 'GCP']",2,3,26,42174,2023-12,2,"['LangChain', 'KDB+', 'MLflow']"
1418,2,4,"['Reinforcement Learning', 'Pandas', 'AWS']",0,0,21,83012,2025-02,1,['KDB+']
1419,0,7,"['SQL', 'GCP', 'Excel', 'CUDA', 'R']",0,1,10,94512,2024-10,2,"['BigQuery', 'KDB+']"
1420,2,5,"['Scikit-learn', 'Excel', 'Python', 'Flask', 'GCP', 'C++']",0,2,24,56379,2024-03,2,"['TensorFlow', 'KDB+']"
1421,6,6,"['Pandas', 'GCP', 'Azure', 'Reinforcement Learning', 'TensorFlow', 'MLflow']",1,2,191,67160,2024-11,2,"['PyTorch', 'LangChain', 'BigQuery']"
1422,5,2,"['CUDA', 'SQL', 'C++', 'PyTorch', 'Hugging Face', 'AWS']",2,3,84,41141,2025-07,2,['LangChain']
1423,0,0,"['Hugging Face', 'Power BI', 'TensorFlow', 'C++', 'Python', 'AWS']",1,3,154,119291,2024-08,0,"['Scikit-learn', 'BigQuery']"
1424,0,6,"['LangChain', 'CUDA', 'FastAPI', 'Excel', 'GCP', 'Power BI']",2,0,148,68514,2025-02,0,['Scikit-learn']
1425,2,1,"['MLflow', 'Python', 'Reinforcement Learning', 'SQL', 'Pandas', 'NumPy']",0,2,48,136136,2024-11,0,"['LangChain', 'FastAPI']"
1426,6,5,"['Scikit-learn', 'C++', 'NumPy', 'FastAPI']",2,1,131,84014,2025-04,1,"['BigQuery', 'KDB+']"
1427,5,2,"['TensorFlow', 'C++', 'Pandas']",0,3,145,95419,2024-02,2,"['TensorFlow', 'KDB+']"
1428,1,3,"['TensorFlow', 'PyTorch', 'C++']",0,0,160,149578,2025-09,1,"['LangChain', 'FastAPI']"
1429,6,6,"['Hugging Face', 'SQL', 'AWS', 'Scikit-learn', 'C++', 'Pandas']",1,2,108,76646,2024-08,0,"['TensorFlow', 'FastAPI']"
1430,3,4,"['CUDA', 'Scikit-learn', 'R', 'Azure']",2,0,190,59448,2024-03,1,"['BigQuery', 'LangChain']"
1431,4,6,"['LangChain', 'PyTorch', 'TensorFlow', 'GCP']",0,1,150,41904,2023-12,2,"['TensorFlow', 'MLflow', 'BigQuery']"
1432,0,5,"['MLflow', 'AWS', 'SQL', 'Pandas']",0,0,168,122152,2024-08,2,"['LangChain', 'FastAPI']"
1433,2,4,"['Python', 'Flask', 'Azure', 'MLflow', 'Keras', 'Power BI']",1,0,68,148075,2024-05,1,"['BigQuery', 'TensorFlow']"
1434,2,6,"['Power BI', 'Excel', 'Scikit-learn', 'Hugging Face', 'FastAPI']",2,2,119,138448,2024-01,2,['LangChain']
1435,6,5,"['Python', 'Keras', 'Hugging Face', 'Flask', 'TensorFlow']",0,3,186,114961,2023-12,1,['MLflow']
1436,0,0,"['CUDA', 'TensorFlow', 'PyTorch', 'Python', 'R', 'NumPy']",0,2,44,120680,2023-12,2,"['LangChain', 'TensorFlow', 'KDB+']"
1437,0,3,"['Python', 'TensorFlow', 'Power BI']",0,1,150,130193,2025-08,1,"['FastAPI', 'KDB+', 'TensorFlow']"
1438,6,3,"['MLflow', 'Keras', 'GCP']",2,1,141,63320,2025-04,0,['Scikit-learn']
1439,1,7,"['MLflow', 'Hugging Face', 'Scikit-learn', 'C++']",1,3,66,144303,2025-07,2,['TensorFlow']
1440,3,2,"['Pandas', 'TensorFlow', 'Hugging Face']",1,0,7,125644,2025-04,2,['TensorFlow']
1441,5,2,"['Power BI', 'NumPy', 'TensorFlow', 'Flask', 'SQL']",2,3,79,124397,2024-07,2,"['BigQuery', 'FastAPI']"
1442,3,3,"['Hugging Face', 'Scikit-learn', 'GCP', 'TensorFlow', 'NumPy']",2,3,60,100967,2023-10,2,['BigQuery']
1443,6,2,"['Power BI', 'Hugging Face', 'Azure', 'NumPy', 'SQL']",1,0,164,86614,2025-05,1,"['BigQuery', 'PyTorch']"
1444,5,2,"['MLflow', 'TensorFlow', 'Reinforcement Learning']",0,2,171,91509,2023-11,0,['FastAPI']
