industry,job_title,skills_required,experience_level,employment_type,posted_date,company_size,tools_preferred,salary_min,country
E-commerce,Data Analyst,"['NumPy', 'Keras', 'PyTorch', 'TensorFlow', 'Flask', 'Excel']",Senior,Contract,2024-11-06,Large,"['FastAPI', 'PyTorch', 'BigQuery']",125963,LU
E-commerce,AI Product Manager,"['GCP', 'Power BI', 'Azure', 'Python']",Senior,Contract,2024-11-06,Mid,"['KDB+', 'TensorFlow', 'Scikit-learn']",59811,IQ
Finance,Quant Researcher,"['Keras', 'FastAPI', 'Reinforcement Learning', 'Power BI']",Mid,Contract,2024-11-06,Large,['MLflow'],74176,RW
Automotive,Data Analyst,"['AWS', 'PyTorch', 'C++', 'FastAPI']",Senior,Full-time,2024-11-06,Large,"['FastAPI', 'LangChain', 'MLflow']",73608,NR
Finance,AI Product Manager,"['NumPy', 'Excel', 'Azure', 'AWS']",Entry,Contract,2024-11-07,Mid,"['PyTorch', 'TensorFlow', 'FastAPI']",96628,RS
E-commerce,ML Engineer,"['PyTorch', 'Keras', 'R', 'Excel']",Entry,Remote,2024-11-07,Mid,"['MLflow', 'PyTorch']",98886,BR
Finance,NLP Engineer,"['SQL', 'Reinforcement Learning', 'Python']",Mid,Internship,2024-11-07,Large,"['FastAPI', 'TensorFlow']",138221,NI
Healthcare,Data Scientist,"['C++', 'SQL', 'Reinforcement Learning', 'PyTorch']",Entry,Full-time,2024-11-07,Mid,"['LangChain', 'Scikit-learn']",70119,ML
Retail,Data Scientist,"['Excel', 'Hugging Face', 'FastAPI', 'CUDA', 'MLflow', 'Flask']",Entry,Full-time,2024-11-08,Mid,"['Scikit-learn', 'FastAPI', 'KDB+']",119337,DM
Healthcare,ML Engineer,"['Reinforcement Learning', 'GCP', 'PyTorch']",Senior,Full-time,2024-11-08,Startup,"['LangChain', 'MLflow', 'Scikit-learn']",52749,BB
Education,NLP Engineer,"['LangChain', 'AWS', 'Keras', 'Hugging Face', 'Pandas']",Entry,Internship,2024-11-08,Startup,"['BigQuery', 'LangChain']",130542,NO
Tech,Quant Researcher,"['R', 'SQL', 'Python', 'PyTorch']",Mid,Full-time,2024-11-09,Large,"['LangChain', 'BigQuery', 'MLflow']",49382,TG
Automotive,Data Analyst,"['MLflow', 'CUDA', 'C++']",Entry,Contract,2024-11-09,Large,"['LangChain', 'TensorFlow']",112236,CA
Automotive,Quant Researcher,"['Flask', 'LangChain', 'AWS', 'Reinforcement Learning']",Entry,Internship,2024-11-09,Startup,"['Scikit-learn', 'BigQuery', 'PyTorch']",88941,MH
E-commerce,AI Product Manager,"['Python', 'Power BI', 'MLflow', 'Hugging Face', 'FastAPI']",Senior,Full-time,2024-11-09,Large,"['TensorFlow', 'Scikit-learn']",140375,NP
Healthcare,Quant Researcher,"['Keras', 'Excel', 'FastAPI', 'Azure', 'R', 'PyTorch']",Senior,Full-time,2024-11-10,Startup,"['FastAPI', 'TensorFlow', 'BigQuery']",135916,ME
Finance,Quant Researcher,"['AWS', 'GCP', 'Azure', 'Scikit-learn', 'Python']",Mid,Internship,2024-11-11,Mid,"['FastAPI', 'TensorFlow']",91591,SN
Automotive,Data Analyst,"['NumPy', 'MLflow', 'TensorFlow']",Entry,Contract,2024-11-11,Large,"['PyTorch', 'TensorFlow']",147219,WS
Healthcare,Data Analyst,"['Pandas', 'TensorFlow', 'Keras', 'Python', 'Excel']",Mid,Full-time,2024-11-11,Mid,['BigQuery'],129959,CY
Retail,Data Analyst,"['FastAPI', 'Hugging Face', 'R', 'Keras', 'NumPy', 'PyTorch']",Entry,Full-time,2024-11-11,Large,"['BigQuery', 'KDB+']",108841,MV
E-commerce,Quant Researcher,"['Azure', 'Scikit-learn', 'Excel', 'Flask', 'GCP', 'AWS']",Mid,Remote,2024-11-12,Startup,['PyTorch'],52352,WS
Education,AI Researcher,"['MLflow', 'Python', 'Reinforcement Learning', 'SQL', 'Pandas', 'NumPy']",Entry,Internship,2024-11-12,Large,"['LangChain', 'FastAPI']",136136,DZ
Retail,Quant Researcher,"['Python', 'PyTorch', 'LangChain', 'Hugging Face', 'Power BI', 'Scikit-learn']",Mid,Contract,2024-11-13,Startup,"['LangChain', 'PyTorch', 'FastAPI']",42247,US
Finance,NLP Engineer,"['CUDA', 'R', 'GCP']",Senior,Remote,2024-11-13,Large,"['BigQuery', 'KDB+']",50662,UZ
Education,AI Researcher,"['Pandas', 'R', 'FastAPI', 'AWS', 'MLflow', 'Python']",Senior,Full-time,2024-11-15,Startup,"['LangChain', 'FastAPI']",126865,PY
E-commerce,Computer Vision Engineer,"['CUDA', 'Excel', 'Keras', 'C++', 'PyTorch', 'GCP']",Mid,Remote,2024-11-15,Large,['PyTorch'],102252,LS
Education,Data Scientist,"['PyTorch', 'NumPy', 'C++', 'AWS', 'Scikit-learn', 'CUDA']",Senior,Internship,2024-11-15,Startup,"['PyTorch', 'TensorFlow', 'Scikit-learn']",130772,CZ
Retail,AI Researcher,"['Excel', 'SQL', 'Python']",Entry,Contract,2024-11-16,Mid,"['Scikit-learn', 'LangChain', 'KDB+']",77074,AU
Automotive,Data Scientist,"['MLflow', 'C++', 'SQL']",Mid,Internship,2024-11-16,Startup,['MLflow'],132860,YE
Education,NLP Engineer,"['Hugging Face', 'FastAPI', 'C++', 'CUDA']",Mid,Internship,2024-11-16,Startup,['BigQuery'],74463,JO
Tech,NLP Engineer,"['Pandas', 'GCP', 'Azure', 'Reinforcement Learning', 'TensorFlow', 'MLflow']",Mid,Internship,2024-11-16,Startup,"['PyTorch', 'LangChain', 'BigQuery']",67160,YE
Finance,NLP Engineer,"['Hugging Face', 'MLflow', 'Python', 'Reinforcement Learning']",Mid,Remote,2024-11-16,Startup,"['BigQuery', 'TensorFlow']",72872,MN
Education,Data Analyst,"['Pandas', 'R', 'AWS', 'PyTorch']",Senior,Full-time,2024-11-17,Large,['LangChain'],49202,MU
Automotive,Quant Researcher,"['NumPy', 'Python', 'SQL']",Entry,Internship,2024-11-17,Large,"['LangChain', 'TensorFlow', 'Scikit-learn']",73584,SD
Tech,ML Engineer,"['R', 'Azure', 'Python']",Senior,Contract,2024-11-18,Startup,"['BigQuery', 'KDB+']",65236,JO
Education,ML Engineer,"['Reinforcement Learning', 'FastAPI', 'R', 'Azure', 'PyTorch', 'Scikit-learn']",Entry,Internship,2024-11-18,Mid,"['BigQuery', 'PyTorch', 'FastAPI']",139626,TV
E-commerce,NLP Engineer,"['FastAPI', 'TensorFlow', 'NumPy', 'AWS', 'Azure']",Entry,Contract,2024-11-19,Mid,"['LangChain', 'Scikit-learn']",147332,QA
E-commerce,AI Product Manager,"['Python', 'PyTorch', 'GCP', 'Keras', 'Azure', 'Flask']",Mid,Full-time,2024-11-19,Large,"['KDB+', 'BigQuery']",64447,VA
Retail,Quant Researcher,"['Excel', 'MLflow', 'NumPy', 'Hugging Face', 'LangChain', 'FastAPI']",Senior,Full-time,2024-11-20,Mid,"['LangChain', 'TensorFlow', 'Scikit-learn']",137004,GQ
Retail,Data Analyst,"['Azure', 'Pandas', 'Excel', 'Reinforcement Learning', 'LangChain']",Entry,Internship,2024-11-20,Mid,['MLflow'],72495,AF
Retail,AI Researcher,"['R', 'Python', 'Reinforcement Learning']",Senior,Full-time,2024-11-21,Large,"['FastAPI', 'PyTorch']",66107,ZA
Automotive,AI Product Manager,"['SQL', 'Scikit-learn', 'Reinforcement Learning', 'MLflow', 'Pandas']",Senior,Full-time,2024-11-21,Large,"['MLflow', 'LangChain']",130255,RO
E-commerce,AI Researcher,"['R', 'Reinforcement Learning', 'LangChain', 'Hugging Face', 'CUDA', 'Flask']",Entry,Remote,2024-11-21,Large,['KDB+'],145430,NL
Finance,AI Product Manager,"['NumPy', 'PyTorch', 'FastAPI', 'CUDA', 'Azure']",Entry,Remote,2024-11-22,Large,"['LangChain', 'KDB+']",98649,SE
Education,AI Product Manager,"['Pandas', 'GCP', 'Azure', 'LangChain', 'CUDA']",Mid,Full-time,2024-11-22,Startup,['KDB+'],111712,ER
Finance,ML Engineer,"['Pandas', 'CUDA', 'GCP', 'TensorFlow']",Entry,Contract,2024-11-22,Startup,['BigQuery'],48577,KI
Automotive,Data Analyst,"['PyTorch', 'Power BI', 'TensorFlow', 'Keras']",Senior,Remote,2024-11-23,Startup,"['BigQuery', 'KDB+']",124014,GY
Healthcare,Data Scientist,"['Excel', 'PyTorch', 'R', 'Power BI', 'Flask', 'Pandas']",Senior,Internship,2024-11-24,Startup,['TensorFlow'],131559,BB
Retail,Data Analyst,"['Scikit-learn', 'GCP', 'LangChain', 'Python', 'CUDA', 'Excel']",Entry,Remote,2024-11-24,Startup,['LangChain'],117356,SG
Retail,AI Product Manager,"['TensorFlow', 'Pandas', 'Reinforcement Learning']",Entry,Contract,2024-11-24,Startup,"['KDB+', 'PyTorch', 'FastAPI']",48218,AU
Finance,Computer Vision Engineer,"['Flask', 'LangChain', 'PyTorch', 'MLflow', 'SQL']",Entry,Internship,2024-11-24,Large,"['LangChain', 'Scikit-learn', 'BigQuery']",135742,LU
E-commerce,NLP Engineer,"['CUDA', 'FastAPI', 'Scikit-learn', 'MLflow', 'Hugging Face']",Mid,Remote,2024-11-25,Startup,"['PyTorch', 'Scikit-learn', 'KDB+']",74317,SN
Tech,NLP Engineer,"['Flask', 'CUDA', 'AWS']",Senior,Full-time,2024-11-25,Startup,['Scikit-learn'],96091,CR
E-commerce,Data Scientist,"['Azure', 'Excel', 'Power BI', 'SQL']",Senior,Internship,2024-11-26,Large,['Scikit-learn'],103453,UZ
Finance,AI Researcher,"['NumPy', 'TensorFlow', 'CUDA']",Entry,Remote,2024-11-27,Mid,"['FastAPI', 'LangChain', 'PyTorch']",41105,NA
Automotive,Computer Vision Engineer,"['Reinforcement Learning', 'Excel', 'Power BI', 'Hugging Face']",Senior,Remote,2024-11-27,Startup,"['TensorFlow', 'Scikit-learn']",98445,MD
Tech,AI Researcher,"['Python', 'Azure', 'Power BI', 'Pandas', 'C++', 'FastAPI']",Mid,Internship,2024-11-27,Startup,"['Scikit-learn', 'MLflow']",50076,KW
Finance,Data Scientist,"['Flask', 'NumPy', 'C++', 'Keras', 'Power BI']",Entry,Internship,2024-11-27,Large,"['FastAPI', 'TensorFlow']",129117,GB
Automotive,Computer Vision Engineer,"['FastAPI', 'Keras', 'CUDA', 'PyTorch', 'LangChain']",Senior,Internship,2024-11-28,Startup,"['BigQuery', 'MLflow']",62963,CI
Retail,AI Product Manager,"['CUDA', 'LangChain', 'PyTorch']",Senior,Internship,2024-11-28,Large,['MLflow'],99425,AF
Finance,Quant Researcher,"['SQL', 'LangChain', 'Hugging Face', 'R']",Mid,Remote,2024-11-28,Large,['FastAPI'],76484,GQ
Finance,Data Analyst,"['SQL', 'FastAPI', 'Flask', 'Hugging Face']",Entry,Full-time,2024-11-28,Large,"['LangChain', 'BigQuery']",99415,MG
Retail,Quant Researcher,"['GCP', 'SQL', 'R', 'AWS']",Mid,Remote,2024-11-29,Startup,['LangChain'],59860,PT
Retail,ML Engineer,"['Keras', 'Python', 'SQL']",Mid,Contract,2024-11-29,Large,"['KDB+', 'PyTorch']",43289,BD
Tech,Quant Researcher,"['TensorFlow', 'FastAPI', 'PyTorch', 'Hugging Face', 'Pandas']",Mid,Full-time,2024-11-29,Mid,"['TensorFlow', 'LangChain', 'Scikit-learn']",137451,GE
Automotive,Computer Vision Engineer,"['Excel', 'Scikit-learn', 'PyTorch', 'FastAPI']",Mid,Remote,2024-11-29,Large,"['FastAPI', 'KDB+']",124196,LY
E-commerce,NLP Engineer,"['Scikit-learn', 'Python', 'Excel', 'C++']",Senior,Internship,2024-11-29,Startup,"['KDB+', 'PyTorch', 'BigQuery']",51112,UZ
Education,NLP Engineer,"['TensorFlow', 'GCP', 'Flask', 'Excel']",Senior,Internship,2024-11-29,Mid,"['MLflow', 'PyTorch']",93833,SC
Healthcare,ML Engineer,"['FastAPI', 'Scikit-learn', 'Pandas', 'Azure', 'Reinforcement Learning']",Entry,Contract,2024-11-30,Large,['KDB+'],134278,KW
Retail,Data Scientist,"['Reinforcement Learning', 'GCP', 'TensorFlow']",Senior,Full-time,2024-11-30,Large,"['Scikit-learn', 'MLflow', 'LangChain']",136329,HN
Finance,Data Analyst,"['Power BI', 'NumPy', 'R', 'FastAPI', 'Keras']",Entry,Full-time,2024-11-30,Large,"['TensorFlow', 'LangChain']",51641,CA
Automotive,Data Scientist,"['Python', 'Keras', 'PyTorch', 'Reinforcement Learning', 'SQL', 'R']",Entry,Internship,2024-12-01,Large,['TensorFlow'],141497,NR
E-commerce,Data Analyst,"['Hugging Face', 'Flask', 'SQL', 'Scikit-learn', 'C++']",Mid,Full-time,2024-12-01,Mid,"['BigQuery', 'TensorFlow']",82848,BT
E-commerce,Quant Researcher,"['Scikit-learn', 'Reinforcement Learning', 'Pandas', 'Azure', 'R', 'GCP']",Entry,Remote,2024-12-01,Large,['TensorFlow'],131341,MX
Healthcare,AI Product Manager,"['Hugging Face', 'GCP', 'Excel', 'NumPy']",Senior,Remote,2024-12-02,Large,"['LangChain', 'FastAPI']",118921,FR
Retail,NLP Engineer,"['C++', 'Excel', 'NumPy', 'Pandas', 'TensorFlow']",Entry,Full-time,2024-12-03,Large,"['LangChain', 'PyTorch', 'MLflow']",86971,LC
Finance,NLP Engineer,"['LangChain', 'Azure', 'PyTorch', 'FastAPI']",Senior,Remote,2024-12-03,Mid,['Scikit-learn'],47058,BB
Education,Data Analyst,"['FastAPI', 'MLflow', 'Excel', 'Reinforcement Learning', 'Hugging Face', 'Pandas']",Entry,Internship,2024-12-04,Large,"['BigQuery', 'TensorFlow']",149324,UG
E-commerce,Quant Researcher,"['Azure', 'Excel', 'Power BI', 'C++', 'NumPy']",Mid,Internship,2024-12-04,Mid,"['KDB+', 'FastAPI', 'MLflow']",124126,DO
Education,Data Scientist,"['FastAPI', 'NumPy', 'Reinforcement Learning', 'Pandas', 'R']",Mid,Remote,2024-12-06,Large,"['TensorFlow', 'FastAPI']",94816,MX
E-commerce,AI Product Manager,"['Pandas', 'Reinforcement Learning', 'NumPy', 'TensorFlow', 'Keras', 'CUDA']",Mid,Contract,2024-12-06,Mid,"['FastAPI', 'TensorFlow']",136191,AU
Finance,Data Scientist,"['FastAPI', 'SQL', 'GCP', 'AWS']",Senior,Internship,2024-12-06,Startup,"['BigQuery', 'KDB+', 'PyTorch']",148786,GT
Healthcare,AI Product Manager,"['R', 'Hugging Face', 'Excel', 'Keras']",Entry,Remote,2024-12-07,Mid,['FastAPI'],139447,GQ
Automotive,Data Scientist,"['Hugging Face', 'LangChain', 'Flask', 'PyTorch', 'TensorFlow']",Mid,Internship,2024-12-07,Startup,['BigQuery'],138773,LI
Automotive,AI Product Manager,"['C++', 'Scikit-learn', 'PyTorch', 'SQL', 'Reinforcement Learning', 'Hugging Face']",Entry,Full-time,2024-12-07,Mid,['KDB+'],92033,FM
Retail,NLP Engineer,"['TensorFlow', 'SQL', 'NumPy']",Entry,Internship,2024-12-08,Mid,"['BigQuery', 'FastAPI']",131485,KE
Automotive,Data Scientist,"['Excel', 'CUDA', 'Reinforcement Learning', 'R', 'FastAPI', 'Keras']",Mid,Remote,2024-12-08,Startup,['KDB+'],66723,MG
Education,NLP Engineer,"['C++', 'GCP', 'Keras', 'AWS', 'TensorFlow', 'LangChain']",Mid,Contract,2024-12-08,Startup,"['FastAPI', 'KDB+']",79160,NA
Retail,Data Analyst,"['Pandas', 'AWS', 'MLflow', 'TensorFlow']",Mid,Full-time,2024-12-08,Startup,['TensorFlow'],100197,ME
E-commerce,Data Analyst,"['Hugging Face', 'R', 'TensorFlow']",Entry,Contract,2024-12-09,Large,"['TensorFlow', 'LangChain']",57590,KE
Finance,Data Analyst,"['Power BI', 'Excel', 'SQL', 'AWS', 'Azure']",Entry,Full-time,2024-12-11,Startup,"['FastAPI', 'MLflow', 'KDB+']",83360,BR
Tech,AI Product Manager,"['C++', 'Reinforcement Learning', 'Flask', 'AWS', 'Scikit-learn', 'NumPy']",Senior,Full-time,2024-12-11,Mid,['FastAPI'],59528,DO
E-commerce,NLP Engineer,"['AWS', 'GCP', 'Azure']",Entry,Remote,2024-12-11,Large,"['TensorFlow', 'MLflow', 'LangChain']",111367,SZ
Automotive,Computer Vision Engineer,"['Reinforcement Learning', 'C++', 'Pandas', 'Keras', 'NumPy']",Senior,Contract,2024-12-12,Startup,"['MLflow', 'Scikit-learn']",133579,JM
Healthcare,ML Engineer,"['SQL', 'Azure', 'MLflow', 'LangChain']",Mid,Full-time,2024-12-12,Mid,['KDB+'],142229,LU
Tech,NLP Engineer,"['SQL', 'Flask', 'Azure', 'LangChain']",Entry,Internship,2024-12-12,Mid,['Scikit-learn'],141056,RO
Finance,Computer Vision Engineer,"['C++', 'Python', 'Keras', 'Scikit-learn']",Entry,Full-time,2024-12-12,Startup,"['FastAPI', 'PyTorch']",129971,LB
Automotive,Data Analyst,"['FastAPI', 'NumPy', 'C++', 'LangChain']",Senior,Internship,2024-12-13,Mid,['LangChain'],96220,MK
Retail,ML Engineer,"['TensorFlow', 'Hugging Face', 'R']",Mid,Remote,2024-12-13,Mid,['Scikit-learn'],137915,BE
Education,AI Researcher,"['GCP', 'Flask', 'Hugging Face', 'AWS']",Entry,Contract,2024-12-13,Startup,['LangChain'],69924,NE
Finance,Computer Vision Engineer,"['Excel', 'FastAPI', 'Hugging Face', 'LangChain', 'Flask']",Senior,Full-time,2024-12-14,Startup,"['BigQuery', 'Scikit-learn']",73755,BW
E-commerce,Data Analyst,"['R', 'Reinforcement Learning', 'MLflow', 'C++', 'Scikit-learn']",Senior,Full-time,2024-12-14,Startup,"['PyTorch', 'FastAPI']",74945,NI
Retail,AI Researcher,"['R', 'Keras', 'Azure', 'AWS', 'NumPy', 'GCP']",Entry,Internship,2024-12-15,Mid,"['LangChain', 'BigQuery', 'Scikit-learn']",124533,QA
Automotive,Quant Researcher,"['SQL', 'Excel', 'GCP', 'Keras', 'FastAPI', 'MLflow']",Mid,Remote,2024-12-16,Startup,"['KDB+', 'MLflow', 'TensorFlow']",141577,BE
Healthcare,Data Scientist,"['PyTorch', 'AWS', 'Flask', 'Scikit-learn']",Entry,Full-time,2024-12-16,Mid,"['BigQuery', 'TensorFlow']",138168,HU
Retail,AI Product Manager,"['Power BI', 'Python', 'Scikit-learn', 'R', 'Pandas']",Entry,Full-time,2024-12-16,Mid,"['BigQuery', 'TensorFlow']",89046,SE
Education,Data Scientist,"['R', 'FastAPI', 'NumPy', 'PyTorch', 'Excel']",Entry,Full-time,2024-12-16,Mid,['KDB+'],117083,DO
Tech,Computer Vision Engineer,"['NumPy', 'Python', 'Excel']",Mid,Internship,2024-12-16,Startup,"['BigQuery', 'MLflow', 'LangChain']",103151,IE
Healthcare,Data Scientist,"['PyTorch', 'Power BI', 'Scikit-learn']",Entry,Remote,2024-12-17,Startup,"['LangChain', 'MLflow']",77375,BA
Retail,AI Product Manager,"['NumPy', 'Azure', 'AWS', 'Keras', 'R']",Entry,Remote,2024-12-17,Mid,"['LangChain', 'BigQuery', 'MLflow']",102358,BY
Automotive,NLP Engineer,"['Power BI', 'Reinforcement Learning', 'LangChain', 'SQL', 'Excel', 'Scikit-learn']",Entry,Contract,2024-12-17,Startup,"['TensorFlow', 'PyTorch', 'MLflow']",138980,VE
Automotive,NLP Engineer,"['Azure', 'R', 'CUDA']",Senior,Full-time,2024-12-18,Large,"['MLflow', 'PyTorch', 'FastAPI']",98122,PW
Tech,Quant Researcher,"['Python', 'Power BI', 'Scikit-learn', 'FastAPI', 'Excel', 'SQL']",Entry,Full-time,2024-12-18,Large,['PyTorch'],56258,MR
Healthcare,AI Researcher,"['Azure', 'CUDA', 'Excel']",Senior,Full-time,2024-12-18,Large,['KDB+'],97058,HN
Tech,Computer Vision Engineer,"['Power BI', 'R', 'Scikit-learn']",Mid,Internship,2024-12-19,Large,"['TensorFlow', 'MLflow', 'Scikit-learn']",122855,MH
Finance,Data Analyst,"['Power BI', 'MLflow', 'Python', 'PyTorch', 'Scikit-learn']",Entry,Full-time,2024-12-19,Startup,['KDB+'],101118,CG
Education,Data Scientist,"['NumPy', 'Pandas', 'LangChain', 'MLflow', 'TensorFlow', 'R']",Senior,Remote,2024-12-19,Mid,"['BigQuery', 'TensorFlow', 'MLflow']",129628,GQ
Retail,ML Engineer,"['CUDA', 'SQL', 'Python', 'Reinforcement Learning']",Mid,Full-time,2024-12-19,Mid,"['PyTorch', 'MLflow']",76464,GA
Finance,NLP Engineer,"['PyTorch', 'Reinforcement Learning', 'FastAPI', 'Power BI', 'Python', 'R']",Mid,Remote,2024-12-20,Mid,"['FastAPI', 'PyTorch', 'KDB+']",107786,BB
Education,Data Scientist,"['Python', 'Azure', 'Reinforcement Learning', 'LangChain', 'AWS', 'Hugging Face']",Senior,Remote,2024-12-20,Startup,"['LangChain', 'TensorFlow', 'KDB+']",147604,PW
Retail,Data Analyst,"['NumPy', 'Python', 'Azure', 'GCP', 'C++', 'Scikit-learn']",Senior,Remote,2024-12-21,Startup,['PyTorch'],40995,LS
Education,Data Analyst,"['Flask', 'Excel', 'Keras', 'PyTorch', 'Python']",Entry,Internship,2024-12-21,Startup,['Scikit-learn'],127161,IS
Finance,ML Engineer,"['Excel', 'SQL', 'GCP', 'Hugging Face', 'R']",Entry,Internship,2024-12-21,Startup,"['FastAPI', 'LangChain']",80869,UZ
Tech,Data Analyst,"['CUDA', 'SQL', 'Flask']",Senior,Contract,2024-12-21,Startup,"['MLflow', 'KDB+', 'TensorFlow']",59630,VA
Healthcare,ML Engineer,"['Reinforcement Learning', 'TensorFlow', 'Excel', 'Azure']",Senior,Full-time,2024-12-21,Startup,"['TensorFlow', 'LangChain']",103189,BS
Automotive,AI Researcher,"['TensorFlow', 'Power BI', 'Scikit-learn', 'Excel']",Entry,Remote,2024-12-22,Mid,"['FastAPI', 'PyTorch']",84716,YE
Automotive,NLP Engineer,"['CUDA', 'LangChain', 'Python', 'Azure']",Entry,Full-time,2024-12-22,Startup,"['KDB+', 'BigQuery']",53182,SL
Automotive,Data Analyst,"['Python', 'Flask', 'Scikit-learn', 'GCP']",Mid,Full-time,2024-12-23,Large,"['PyTorch', 'MLflow']",70575,LR
Tech,NLP Engineer,"['Keras', 'Azure', 'C++']",Entry,Internship,2024-12-23,Large,"['FastAPI', 'LangChain']",97395,IN
Finance,NLP Engineer,"['FastAPI', 'Reinforcement Learning', 'PyTorch', 'C++', 'Keras']",Entry,Contract,2024-12-23,Mid,['FastAPI'],85589,HR
Automotive,NLP Engineer,"['LangChain', 'R', 'C++']",Senior,Internship,2024-12-23,Startup,"['PyTorch', 'Scikit-learn']",139741,FI
Automotive,Data Analyst,"['Pandas', 'AWS', 'R', 'TensorFlow', 'FastAPI', 'MLflow']",Entry,Contract,2024-12-24,Mid,['BigQuery'],48226,HR
E-commerce,Data Analyst,"['CUDA', 'SQL', 'Keras', 'Azure', 'LangChain', 'Reinforcement Learning']",Entry,Remote,2024-12-24,Startup,"['MLflow', 'PyTorch']",115250,DO
Education,Data Scientist,"['FastAPI', 'TensorFlow', 'Keras', 'Excel', 'Pandas']",Mid,Full-time,2024-12-25,Mid,['BigQuery'],76192,SY
Healthcare,ML Engineer,"['PyTorch', 'Azure', 'LangChain', 'Python']",Senior,Internship,2024-12-25,Large,"['Scikit-learn', 'MLflow']",123710,BO
Tech,Data Scientist,"['MLflow', 'Azure', 'GCP', 'Flask', 'AWS']",Mid,Contract,2024-12-26,Mid,['LangChain'],117504,CO
Finance,ML Engineer,"['R', 'CUDA', 'TensorFlow']",Senior,Internship,2024-12-26,Large,"['PyTorch', 'LangChain']",109704,SB
E-commerce,NLP Engineer,"['NumPy', 'AWS', 'Reinforcement Learning', 'Scikit-learn', 'MLflow']",Entry,Contract,2024-12-26,Mid,['FastAPI'],89162,SL
Healthcare,Data Analyst,"['MLflow', 'Python', 'TensorFlow', 'LangChain']",Entry,Full-time,2024-12-27,Mid,"['TensorFlow', 'PyTorch', 'KDB+']",56981,PL
Healthcare,AI Researcher,"['Pandas', 'GCP', 'Power BI', 'Hugging Face', 'Reinforcement Learning', 'CUDA']",Senior,Internship,2024-12-27,Startup,"['Scikit-learn', 'TensorFlow']",112082,CY
Automotive,Computer Vision Engineer,"['CUDA', 'Python', 'Keras', 'SQL']",Senior,Internship,2024-12-28,Mid,['KDB+'],112241,CR
Finance,Quant Researcher,"['Excel', 'TensorFlow', 'Flask', 'Scikit-learn']",Entry,Full-time,2024-12-28,Startup,['KDB+'],121683,RW
Retail,AI Researcher,"['Keras', 'AWS', 'SQL', 'CUDA', 'Python', 'GCP']",Mid,Remote,2024-12-28,Large,"['TensorFlow', 'MLflow', 'PyTorch']",127351,AZ
Healthcare,AI Product Manager,"['LangChain', 'CUDA', 'TensorFlow', 'Reinforcement Learning', 'Excel', 'Scikit-learn']",Senior,Full-time,2024-12-28,Startup,['MLflow'],100903,GT
Automotive,Quant Researcher,"['Hugging Face', 'MLflow', 'CUDA', 'Python', 'Keras', 'SQL']",Senior,Contract,2024-12-29,Large,"['TensorFlow', 'FastAPI', 'Scikit-learn']",149692,NA
Healthcare,Data Analyst,"['MLflow', 'FastAPI', 'Azure', 'Keras', 'Pandas', 'CUDA']",Entry,Full-time,2024-12-29,Startup,['Scikit-learn'],74633,MV
E-commerce,AI Product Manager,"['Azure', 'MLflow', 'FastAPI', 'Hugging Face', 'LangChain']",Entry,Remote,2024-12-29,Mid,"['MLflow', 'KDB+', 'PyTorch']",129651,TG
Finance,NLP Engineer,"['Excel', 'CUDA', 'GCP', 'Scikit-learn', 'Python']",Senior,Remote,2024-12-30,Mid,['PyTorch'],105893,RS
Tech,NLP Engineer,"['CUDA', 'NumPy', 'Power BI', 'Azure', 'C++']",Entry,Internship,2024-12-30,Startup,"['PyTorch', 'MLflow', 'KDB+']",52929,BE
Retail,NLP Engineer,"['Keras', 'Pandas', 'MLflow', 'Scikit-learn']",Mid,Remote,2024-12-31,Mid,"['PyTorch', 'KDB+', 'LangChain']",132259,LR
E-commerce,Data Scientist,"['C++', 'Scikit-learn', 'CUDA', 'LangChain']",Entry,Internship,2024-12-31,Large,"['BigQuery', 'PyTorch']",125831,MG
Tech,Data Analyst,"['Keras', 'Azure', 'Excel', 'TensorFlow']",Mid,Internship,2024-12-31,Mid,"['Scikit-learn', 'MLflow']",67657,KI
